on_date,off_date,route_name,descr,age_type,trans_yn,addfee_yn,start_bstop,start_gps_x,start_gps_y,end_bstop,end_gps_x,end_gps_y
20200227051552,20200227061142,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,문덕사거리,129.403442,35.962846,흥해공고,129.34269,36.10415
20200227052032,20200227055039,109,양덕-시외터미널-위덕대(유강),일반,N,N,농협하나로클럽,129.398558,36.081895,죽도시장,129.365717,36.033299
20200227052409,20200227052738,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,오천읍사무소,129.414107,35.962802,해병대서문,129.413868,35.975902
20200227052448,20200227055251,175,문덕-고속터미널-선린병원-달전,일반,N,N,부영사랑3차,129.40252,35.973038,고속버스터미널,129.367583,36.027026
20200227052502,20200227053418,131,양덕-송도-시청-양학-양덕,일반,N,N,영보빌라,129.374157,36.039168,대해성당,129.36836,36.01796
20200227052623,20200227053943,105,양덕-시외터미널-지곡,일반,N,N,럭키아파트,129.37919,36.06511,북부시장/채움병원,129.36942,36.04605
20200227052634,20200227053840,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,대림골든빌,129.37998,36.08127,선린병원,129.367635,36.04781
20200227052816,20200227054515,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,장량하수처리장,129.410117,36.082269,대림골든빌,129.37998,36.08127
20200227052819,20200227054513,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,장량하수처리장,129.410117,36.082269,대림골든빌,129.37998,36.08127
20200227053053,20200227054131,105,양덕-시외터미널-지곡,일반,N,N,두호초등학교,129.371202,36.064088,중앙상가,129.365461,36.03783
20200227053310,20200227054349,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,두호초등학교,129.371202,36.064088,중앙상가,129.365461,36.03783
20200227053417,20200227055532,175,문덕-고속터미널-선린병원-달전,일반,N,N,오천초등학교,129.416269,35.969666,죽도시장,129.365169,36.035704
20200227053426,20200227054913,131,양덕-송도-시청-양학-양덕,일반,N,N,양덕차고지,129.401693,36.077258,선린병원,129.367635,36.04781
20200227053632,20200227055515,175,문덕-고속터미널-선린병원-달전,일반,N,N,해병대서문,129.413868,35.975902,죽도시장,129.365169,36.035704
20200227053635,20200227054619,105,양덕-시외터미널-지곡,일반,N,N,동부초등학교 후문,129.38105,36.06361,북구청,129.367128,36.041941
20200227053636,20200227055005,100,문덕-흥해-신광,일반,N,N,동해빌라,129.40698,35.991508,시외버스터미널,129.35058,36.01325
20200227053706,20200227054252,107,문덕-시외(고속)터미널-흥해,일반,N,N,장흥동사거리,129.362748,35.986967,남부경찰서,129.343903,36.006979
20200227053759,20200227054742,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,시외버스터미널,129.35058,36.01325,죽도시장,129.365169,36.035704
20200227053916,20200227060056,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,장성고등학교,129.385905,36.085742,중앙상가,129.365461,36.03783
20200227053930,20200227055529,175,문덕-고속터미널-선린병원-달전,일반,N,N,우리유치원,129.411068,35.98237,죽도시장,129.365169,36.035704
20200227053939,20200227054527,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,교보생명,129.3525,36.015568,홈플러스,129.36464,36.03095
20200227053958,20200227054919,131,양덕-송도-시청-양학-양덕,일반,N,N,환호해맞이그린빌,129.392404,36.068838,선린병원,129.367635,36.04781
20200227054027,20200227055431,101,양덕-고속터미널-동해,청소년,N,N,농협 양덕지점,129.396845,36.080018,북구청,129.367128,36.041941
20200227054029,20200227055153,108,양덕-죽도-양학-시청-유강-지곡,청소년,N,N,법원검찰청,129.387127,36.090359,두호초등학교,129.371202,36.064088
20200227054031,20200227060042,109,양덕-시외터미널-위덕대(유강),일반,N,N,우창동주민센터,129.36193,36.05391,시외버스터미널,129.35029,36.01328
20200227054032,20200227055746,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,법원검찰청,129.387127,36.090359,선린병원,129.367635,36.04781
20200227054103,20200227055222,175,문덕-고속터미널-선린병원-달전,일반,N,N,동해빌라,129.406927,35.989222,고속버스터미널,129.367583,36.027026
20200227054112,20200227054420,107,문덕-시외(고속)터미널-흥해,일반,N,N,경북자동차학원,129.343972,35.997978,SK뷰2차,129.340088,36.008734
20200227054209,20200227055844,131,양덕-송도-시청-양학-양덕,일반,N,N,노인복지회관,129.38477,36.065685,송도사거리,129.376159,36.033262
20200227054227,20200227055613,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,장량휴먼시아,129.383462,36.0908,북부시장,129.368033,36.045153
20200227054316,20200227055145,101,양덕-고속터미널-동해,일반,N,N,고속버스터미널,129.36695,36.02852,현대제철,129.377313,36.00699
20200227054332,20200227055602,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,이동온천스포렉스,129.34084,36.0249,형산시장,129.36439,36.01385
20200227054424,20200227060233,107,문덕-시외(고속)터미널-흥해,일반,N,N,SK뷰2차,129.340088,36.008734,오거리,129.366312,36.031816
20200227054425,20200227055754,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,용덕사거리,129.415174,35.972826,남구청(야구장),129.358615,36.009218
20200227054430,20200227055804,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,남구청(야구장),129.358615,36.009218,죽도시장,129.365169,36.035704
20200227054626,20200227060727,105,양덕-시외터미널-지곡,일반,N,N,양덕차고지,129.401693,36.077258,양덕차고지,129.401693,36.077258
20200227054627,20200227055255,131,양덕-송도-시청-양학-양덕,일반,N,N,시청,129.3413,36.01809,백학아파트,129.34499,36.03017
20200227054642,20200227054952,109,양덕-시외터미널-위덕대(유강),일반,N,N,우현경로당,129.362232,36.049878,중앙상가,129.365461,36.03783
20200227054644,20200227060034,105,양덕-시외터미널-지곡,일반,N,N,양덕차고지,129.401693,36.077258,양덕차고지,129.401693,36.077258
20200227054658,20200227060708,175,문덕-고속터미널-선린병원-달전,일반,N,N,새마을금고 원동지점,129.402977,35.967081,청림삼거리,129.402648,35.994424
20200227054704,20200227060737,105,양덕-시외터미널-지곡,일반,N,N,양덕차고지,129.401693,36.077258,양덕차고지,129.401693,36.077258
20200227054752,20200227070047,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,죽도시장,129.365169,36.035704,곡강,129.346554,36.127861
20200227054824,20200227055252,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,연일전통시장,129.34877,35.99731,SK뷰2차,129.340088,36.008734
20200227054826,20200227055623,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,연일전통시장,129.34877,35.99731,시외버스터미널,129.35058,36.01325
20200227054828,20200227060340,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,연일전통시장,129.34877,35.99731,홈플러스,129.36464,36.03095
20200227054833,20200227055520,160,문덕-대송-송도-죽도-용흥,일반,N,N,송림초등학교,129.37532,36.02964,죽도시장,129.365169,36.035704
20200227055056,20200227055440,160,문덕-대송-송도-죽도-용흥,일반,N,N,송도사거리,129.37458,36.033687,죽도시장,129.365169,36.035704
20200227055057,20200227060137,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,장성초등학교,129.37209,36.06831,죽도시장,129.365717,36.033299
20200227055058,20200227061022,200,양덕-남구청(야구장)-구룡포,일반,N,N,교보생명,129.352235,36.015721,동해면사무소,129.43983,35.98867
20200227055112,20200227061705,175,문덕-고속터미널-선린병원-달전,일반,N,N,해도119안전센터,129.368554,36.023212,학천리,129.325865,36.0786
20200227055151,20200227055512,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,두호초등학교,129.371202,36.064088,포항세관,129.37188,36.05145
20200227055219,20200227062143,101,양덕-고속터미널-동해,일반,N,N,약전,129.452227,35.988765,오거리,129.366312,36.031816
20200227055236,20200227055757,131,양덕-송도-시청-양학-양덕,일반,N,N,백학아파트,129.34499,36.03017,구 포항역,129.36084,36.03471
20200227055242,20200227062818,500,문덕-시외터미널-흥해-청하,일반,N,N,청하사거리,129.350465,36.201753,북부시장,129.368033,36.045153
