on_date,off_date,route_name,descr,age_type,trans_yn,addfee_yn,start_bstop,start_gps_x,start_gps_y,end_bstop,end_gps_x,end_gps_y
20200104051524,20200104052439,131,양덕-송도-시청-양학-양덕,일반,N,N,양덕차고지,129.401693,36.077258,죽도시장,129.365486,36.03411
20200104051607,20200104053502,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,문덕사거리,129.403442,35.962846,시외버스터미널,129.35058,36.01325
20200104051838,20200104052941,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,준양주택3차,129.403063,35.960871,청림초등학교,129.405275,35.993257
20200104052127,20200104052430,200,양덕-남구청(야구장)-구룡포,청소년,N,N,환호해맞이그린빌,129.392404,36.068838,두호동주민센터,129.37891,36.06037
20200104052229,20200104053228,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,장량휴먼시아,129.383462,36.0908,두호초등학교,129.371202,36.064088
20200104052408,20200104052818,200,양덕-남구청(야구장)-구룡포,일반,N,N,두호동주민센터,129.37891,36.06037,롯데백화점,129.371083,36.048872
20200104052413,20200104055022,175,문덕-고속터미널-선린병원-달전,일반,N,N,부영사랑3차,129.40252,35.973038,고속버스터미널,129.367583,36.027026
20200104052426,20200104052603,131,양덕-송도-시청-양학-양덕,일반,N,N,송도동주민센터,129.375454,36.032894,동해시장,129.37279,36.02506
20200104052444,20200104053246,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,에코코아루,129.351962,35.993102,대잠사거리,129.344492,36.011164
20200104052502,20200104054721,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,장량5단지,129.394611,36.089082,죽도시장,129.365717,36.033299
20200104052821,20200104053251,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,연일파출소,129.34645,35.99744,대잠사거리,129.344492,36.011164
20200104053038,20200104055550,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,양덕차고지,129.401693,36.077258,선린병원,129.367635,36.04781
20200104053118,20200104060829,200,양덕-남구청(야구장)-구룡포,일반,N,N,홈플러스,129.364714,36.031262,구룡포환승센터,129.55527,35.990222
20200104053256,20200104061116,101,양덕-고속터미널-동해,일반,N,N,두호동주민센터,129.37891,36.06037,동해면사무소,129.43983,35.98867
20200104053359,20200104054718,175,문덕-고속터미널-선린병원-달전,일반,N,N,용덕사거리,129.415174,35.972826,대해시장,129.369728,36.018909
20200104053435,20200104054730,109,양덕-우현-시외터미널-유강(위덕대)-자명-양덕,일반,N,N,장성초등학교,129.37209,36.06831,죽도시장,129.365717,36.033299
20200104053444,20200104055239,175,문덕-고속터미널-선린병원-달전,일반,N,N,해병대서문,129.413868,35.975902,죽도시장,129.365169,36.035704
20200104053451,20200104060026,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,시외버스터미널,129.35058,36.01325,달전,129.34288,36.07891
20200104053501,20200104054601,131,양덕-송도-시청-양학-양덕,일반,N,N,환호해맞이그린빌,129.392404,36.068838,북구청,129.367128,36.041941
20200104053505,20200104054434,107,문덕-시외(고속)터미널-흥해,일반,N,N,장흥동사거리,129.362748,35.986967,남부경찰서,129.343903,36.006979
20200104053529,20200104054446,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,교보생명,129.3525,36.015568,죽도시장,129.365169,36.035704
20200104053629,20200104054926,100,문덕-흥해-신광,일반,N,N,동해빌라,129.40698,35.991508,시외버스터미널,129.35058,36.01325
20200104053659,20200104055246,175,문덕-고속터미널-선린병원-달전,일반,N,N,우리유치원,129.411068,35.98237,죽도시장,129.365169,36.035704
20200104053841,20200104054853,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,양학초등학교,129.34377,36.032007,시외버스터미널,129.35058,36.01325
20200104054026,20200104060426,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,오천농협세계지점,129.41597,35.96745,죽도시장,129.365169,36.035704
20200104054109,20200104055620,107,문덕-시외(고속)터미널-흥해,일반,N,N,경북자동차학원,129.343972,35.997978,상대시장,129.36214,36.019583
20200104054111,20200104055528,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,종합운동장,129.36292,36.01024,죽도시장,129.365169,36.035704
20200104054140,20200104054718,131,양덕-송도-시청-양학-양덕,일반,N,N,백학아파트,129.34499,36.03017,죽도시장,129.365169,36.035704
20200104054152,20200104055244,175,문덕-고속터미널-선린병원-달전,일반,N,N,남구보건소,129.397,35.992908,죽도시장,129.365169,36.035704
20200104054154,20200104055457,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,남구청(야구장),129.358615,36.009218,오거리,129.366312,36.031816
20200104054227,20200104054858,109,양덕-우현-시외터미널-유강(위덕대)-자명-양덕,일반,N,N,세화고(상),129.3538,36.051907,죽도파출소,129.36244,36.028422
20200104054333,20200104054640,109,양덕-우현-시외터미널-유강(위덕대)-자명-양덕,일반,N,N,대동우방아파트,129.360209,36.050494,YMCA,129.3657,36.04073
20200104054429,20200104060459,107,문덕-시외(고속)터미널-흥해,일반,N,N,대성아파트(방통대),129.34214,36.1115,죽도시장,129.365486,36.03411
20200104054505,20200104060230,107,문덕-시외(고속)터미널-흥해,일반,N,N,SK뷰2차,129.340088,36.008734,고속버스터미널,129.367583,36.027026
20200104054508,20200104055545,160,문덕-대송-송도-죽도-용흥,일반,N,N,송림초등학교,129.37532,36.02964,북부시장,129.36814,36.045735
20200104054521,20200104060753,105,양덕-시외터미널-지곡,일반,N,N,포항테크노파크,129.31582,36.03172,죽도시장,129.365169,36.035704
20200104054526,20200104055527,102,문덕-남구청-고속터미널-북구보건소-양덕,청소년,N,N,상대파출소,129.358699,36.014976,죽도시장,129.365169,36.035704
20200104054619,20200104060440,107,문덕-시외(고속)터미널-흥해,일반,N,N,문덕사거리,129.403442,35.962846,시외버스터미널,129.35058,36.01325
20200104054621,20200104055208,175,문덕-고속터미널-선린병원-달전,일반,N,N,새마을금고해도지점,129.370626,36.015468,죽도시장,129.365169,36.035704
20200104054625,20200104055612,175,문덕-고속터미널-선린병원-달전,일반,N,N,새마을금고해도지점,129.370626,36.015468,선린병원,129.367967,36.047229
20200104054659,20200104060146,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,장성초등학교,129.37209,36.06831,죽도시장,129.365717,36.033299
20200104054707,20200104055546,107,문덕-시외(고속)터미널-흥해,일반,N,N,흥해롯데리아,129.345036,36.108736,삼도드림파크(하),129.340292,36.076041
20200104054727,20200104060127,105,양덕-시외터미널-지곡,일반,N,N,포항테크노파크,129.31582,36.03172,교보생명,129.3525,36.015568
20200104054803,20200104060252,105,양덕-시외터미널-지곡,일반,N,N,럭키아파트,129.37919,36.06511,북구청,129.367128,36.041941
20200104054840,20200104055257,105,양덕-시외터미널-지곡,일반,N,N,롯데백화점,129.371083,36.048872,죽도시장,129.365717,36.033299
20200104054843,20200104060305,105,양덕-시외터미널-지곡,일반,N,N,장성럭키2차,129.37888,36.06705,북구청,129.367128,36.041941
20200104054956,20200104060726,175,문덕-고속터미널-선린병원-달전,일반,N,N,삼도미래1단지,129.329658,36.078713,중앙상가,129.365281,36.037455
20200104055035,20200104055614,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,창포사거리,129.370292,36.060363,선린병원,129.367635,36.04781
20200104055116,20200104060514,105,양덕-시외터미널-지곡,일반,N,N,장성초등학교,129.37209,36.06831,죽도시장,129.365717,36.033299
20200104055133,20200104061005,200,양덕-남구청(야구장)-구룡포,일반,N,N,교보생명,129.352235,36.015721,신정,129.44527,35.98811
20200104055141,20200104055913,101,양덕-고속터미널-동해,일반,N,N,우방비치타운,129.376287,36.054774,죽도시장,129.365486,36.03411
20200104055148,20200104062158,200,양덕-남구청(야구장)-구룡포,일반,N,N,구룡포시장,129.552554,35.988483,시외버스터미널,129.35058,36.01325
20200104055205,20200104061715,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,문덕2리,129.39219,35.940845,시외버스터미널,129.35058,36.01325
20200104055219,20200104060251,200,양덕-남구청(야구장)-구룡포,일반,N,N,시외버스터미널,129.35029,36.01328,남구보건소,129.396855,35.992624
20200104055256,20200104060051,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,문화예술회관,129.365538,36.010922,해도119안전센터,129.368554,36.023212
20200104055301,20200104062357,101,양덕-고속터미널-동해,일반,N,N,영남상가,129.448846,35.988104,롯데백화점,129.371377,36.049562
20200104055311,20200104061930,200,양덕-남구청(야구장)-구룡포,일반,N,N,병포삼거리,129.545077,35.982369,남구청(야구장),129.358615,36.009218
20200104055338,20200104061116,105,양덕-시외터미널-지곡,일반,N,N,두호초등학교,129.371202,36.064088,GS슈퍼마켓,129.360253,36.02568
20200104055450,20200104060955,131,양덕-송도-시청-양학-양덕,일반,N,N,영보빌라,129.374157,36.039168,시외버스터미널,129.35029,36.01328
20200104055452,20200104060359,131,양덕-송도-시청-양학-양덕,일반,N,N,영보빌라,129.374157,36.039168,대해성당,129.36836,36.01796
20200104055456,20200104055655,105,양덕-시외터미널-지곡,일반,N,N,승리아파트,129.328517,36.010275,성모병원,129.34037,36.01111
20200104055530,20200104061426,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,죽도시장,129.365169,36.035704,환호여중,129.399215,36.071391
20200104055618,20200104060631,100,문덕-흥해-신광,일반,N,N,죽도파출소,129.362644,36.028456,우현경로당,129.36244,36.04955
20200104055720,20200104060103,107,문덕-시외(고속)터미널-흥해,일반,N,N,경북자동차학원,129.343972,35.997978,SK뷰2차,129.340088,36.008734
20200104055730,20200104055854,105,양덕-시외터미널-지곡,일반,N,N,고용복지플러스센터,129.358125,36.022995,교보생명,129.352235,36.015721
20200104055810,20200104065144,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,동부초등학교 후문,129.38105,36.06361,문덕초등학교,129.410112,35.961728
20200104055812,20200104065202,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,동부초등학교 후문,129.38105,36.06361,문덕초등학교,129.410112,35.961728
20200104055815,20200104060641,105,양덕-시외터미널-지곡,일반,N,N,북구보건소,129.379384,36.07079,포항세관,129.37188,36.05145
20200104055821,20200104061254,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,장량휴먼시아,129.383462,36.0908,북구청,129.367128,36.041941
20200104055827,20200104062318,175,문덕-고속터미널-선린병원-달전,일반,N,N,오천읍사무소,129.414107,35.962802,오거리,129.366312,36.031816
20200104055901,20200104062650,100,문덕-흥해-신광,일반,N,N,북송리,129.32201,36.11245,중앙상가,129.365281,36.037455
20200104055913,20200104060719,131,양덕-송도-시청-양학-양덕,일반,N,N,양학초등학교,129.34354,36.0323,죽도시장,129.365169,36.035704
20200104055921,20200104061202,105,양덕-시외터미널-지곡,일반,N,N,포항테크노파크,129.31582,36.03172,시외버스터미널,129.35058,36.01325
20200104055933,20200104060502,107,문덕-시외(고속)터미널-흥해,일반,N,N,유성여고,129.3582,36.05397,죽도시장,129.365486,36.03411
20200104055952,20200104061435,175,문덕-고속터미널-선린병원-달전,일반,N,N,오천농협세계지점,129.41597,35.96745,단지주유소,129.38059,36.0041
20200104060012,20200104060527,109,양덕-우현-시외터미널-유강(위덕대)-자명-양덕,일반,N,N,대동우방아파트,129.360209,36.050494,죽도시장,129.365717,36.033299
20200104060022,20200104061755,107,문덕-시외(고속)터미널-흥해,일반,N,N,대성아파트(방통대),129.34214,36.1115,중앙상가,129.365281,36.037455
20200104060058,20200104060530,109,양덕-우현-시외터미널-유강(위덕대)-자명-양덕,일반,N,N,우현경로당,129.362232,36.049878,죽도시장,129.365717,36.033299
20200104060116,20200104061631,210,양덕-우현사거리-KTX-남부육교-공항-동해-구룡포,일반,N,N,구룡포시장,129.552554,35.988483,남구보건소,129.397,35.992908
20200104060142,20200104060858,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,용덕사거리,129.415174,35.972826,청림삼거리,129.402648,35.994424
20200104060149,20200104061220,101,양덕-고속터미널-동해,청소년,N,N,인덕교,129.4042,35.98578,신정,129.44527,35.98811
20200104060239,20200104060639,160,문덕-대송-송도-죽도-용흥,일반,N,N,선린병원,129.367635,36.04781,중앙상가,129.365281,36.037455
20200104060245,20200104062153,200,양덕-남구청(야구장)-구룡포,일반,N,N,신정,129.446055,35.987997,시외버스터미널,129.35058,36.01325
20200104060319,20200104061252,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,송림초등학교,129.37532,36.02964,죽도시장,129.365169,36.035704
20200104060332,20200104062925,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,두호초등학교,129.371202,36.064088,대도교회,129.35606,36.00982
20200104060347,20200104062348,175,문덕-고속터미널-선린병원-달전,일반,N,N,구정3리,129.41262,35.97866,죽도시장,129.365169,36.035704
20200104060353,20200104061936,500,문덕-시외터미널-흥해-청하-월포,일반,N,N,육거리,129.366135,36.039188,삼도드림파크,129.340176,36.076079
20200104060357,20200104061328,101,양덕-고속터미널-동해,일반,N,N,해도119안전센터,129.36826,36.0235,포스코본사/스틸야드,129.384908,36.000444
20200104060401,20200104061240,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,송도동주민센터,129.376172,36.031053,죽도시장,129.365169,36.035704
20200104060514,20200104061239,107,문덕-시외(고속)터미널-흥해,일반,N,N,죽도시장,129.365486,36.03411,상대파출소,129.359022,36.015538
20200104060529,20200104062928,101,양덕-고속터미널-동해,일반,N,N,영남상가,129.448846,35.988104,죽도시장,129.365169,36.035704
20200104060539,20200104061147,105,양덕-시외터미널-지곡,일반,N,N,죽도파출소,129.362644,36.028456,북부시장/채움병원,129.36955,36.04587
20200104060546,20200104062723,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,LG빌라입구,129.317277,36.027317,죽도시장,129.365169,36.035704
20200104060558,20200104061439,109,양덕-시외터미널-위덕대(유강),일반,N,N,대림골든빌,129.37998,36.08127,포항고등학교,129.369014,36.058032
20200104060624,20200104070637,107,문덕-시외(고속)터미널-흥해,일반,N,N,준양참마을,129.399879,35.963578,흥해환승센터,129.34709,36.11024
20200104060630,20200104061548,108,양덕-죽도-양학-시청-유강-지곡,일반,N,N,양학온천프라자,129.347638,36.028902,죽도시장,129.365169,36.035704
20200104060704,20200104061406,175,문덕-고속터미널-선린병원-달전,일반,N,N,중앙상가,129.365281,36.037455,현대제철,129.377313,36.00699
20200104060707,20200104063218,102,문덕-남구청-고속터미널-북구보건소-양덕,일반,N,N,청림초등학교,129.405275,35.993257,죽도시장,129.365169,36.035704
20200104060748,20200104062452,175,문덕-고속터미널-선린병원-달전,일반,N,N,죽도시장,129.365486,36.03411,오천환승센터,129.414753,35.965821
20200104060817,20200104061133,130,양덕-장량지구-양학-시청-송도-장량지구-양덕,일반,N,N,롯데아파트,129.3775,36.05792,선린병원,129.367635,36.04781
20200104060858,20200104064017,500,문덕-시외터미널-흥해-청하,일반,N,N,덕천리,129.34203,36.201578,우현경로당,129.362232,36.049878
20200104060920,20200104064401,101,양덕-고속터미널-동해,일반,N,N,삼성쉐르빌,129.405116,36.086449,남구보건소,129.396855,35.992624
20200104060926,20200104064020,500,문덕-시외터미널-흥해-청하,일반,N,N,덕천리,129.34203,36.201578,우현경로당,129.362232,36.049878
